Genome	D1_P102_M Read Count	D1_P102_M Covered Fraction	D1_P102_M Length	D1_P107_M Read Count	D1_P107_M Covered Fraction	D1_P107_M Length	D1_P167_M Read Count	D1_P167_M Covered Fraction	D1_P167_M Length	D1_P225_M Read Count	D1_P225_M Covered Fraction	D1_P225_M Length	D1_P295_M Read Count	D1_P295_M Covered Fraction	D1_P295_M Length	D1_P304_M Read Count	D1_P304_M Covered Fraction	D1_P304_M Length	D1_P46_M Read Count	D1_P46_M Covered Fraction	D1_P46_M Length	D1_P47_M Read Count	D1_P47_M Covered Fraction	D1_P47_M Length	D3_P186_M Read Count	D3_P186_M Covered Fraction	D3_P186_M Length	D3_P190_M Read Count	D3_P190_M Covered Fraction	D3_P190_M Length	D3_P191_M Read Count	D3_P191_M Covered Fraction	D3_P191_M Length	D3_P265_M Read Count	D3_P265_M Covered Fraction	D3_P265_M Length	D3_P266_M Read Count	D3_P266_M Covered Fraction	D3_P266_M Length	D3_P41_M Read Count	D3_P41_M Covered Fraction	D3_P41_M Length	D3_P75_M Read Count	D3_P75_M Covered Fraction	D3_P75_M Length	D3_P9_M Read Count	D3_P9_M Covered Fraction	D3_P9_M Length	G1_P178_M Read Count	G1_P178_M Covered Fraction	G1_P178_M Length	G1_P196_M Read Count	G1_P196_M Covered Fraction	G1_P196_M Length	G1_P276_M Read Count	G1_P276_M Covered Fraction	G1_P276_M Length	G1_P291_M Read Count	G1_P291_M Covered Fraction	G1_P291_M Length	G1_P294_M Read Count	G1_P294_M Covered Fraction	G1_P294_M Length	G1_P43_M Read Count	G1_P43_M Covered Fraction	G1_P43_M Length	G1_P74_M Read Count	G1_P74_M Covered Fraction	G1_P74_M Length	G1_P82_M Read Count	G1_P82_M Covered Fraction	G1_P82_M Length	G3_P143_M Read Count	G3_P143_M Covered Fraction	G3_P143_M Length	G3_P149_M Read Count	G3_P149_M Covered Fraction	G3_P149_M Length	G3_P14_M Read Count	G3_P14_M Covered Fraction	G3_P14_M Length	G3_P179_M Read Count	G3_P179_M Covered Fraction	G3_P179_M Length	G3_P212_M Read Count	G3_P212_M Covered Fraction	G3_P212_M Length	G3_P261_M Read Count	G3_P261_M Covered Fraction	G3_P261_M Length	G3_P301_M Read Count	G3_P301_M Covered Fraction	G3_P301_M Length	G3_P84_M Read Count	G3_P84_M Covered Fraction	G3_P84_M Length
all_samples_bin.125	40	0.0015582488	1498477	248	0.0050818264	1498477	28	0.0008368497	1498477	149	0.0030430898	1498477	169	0.002870915	1498477	339	0.0030684487	1498477	108	0.0019219514	1498477	202	0.013620496	1498477	191	0.013823369	1498477	4527	0.21505569	1498477	187	0.0032266094	1498477	61	0.003295346	1498477	160	0.0127903195	1498477	849	0.040145427	1498477	97496	0.9887806	1498477	11720	0.440243	1498477	71	0.0030564365	1498477	70	0.0017551153	1498477	77	0.0013079947	1498477	155	0.0023337028	1498477	110	0.0025892956	1498477	357	0.014580137	1498477	43	0.0017357623	1498477	633	0.005470221	1498477	48	0.0011311485	1498477	455	0.0035969855	1498477	177	0.0016156404	1498477	319	0.0029323106	1498477	142	0.010365191	1498477	211	0.005139218	1498477	283	0.017260859	1498477	148	0.0018438721	1498477
all_samples_bin.126	31075	0.775466	1681006	62227	0.90922105	1681006	150	0.0098072225	1681006	45693	0.87247694	1681006	830	0.047887396	1681006	12604	0.4550793	1681006	10249	0.41540244	1681006	114566	0.97321427	1681006	1843	0.093914	1681006	5279	0.24750537	1681006	74274	0.9408979	1681006	2755	0.15091617	1681006	2104	0.11666407	1681006	16212	0.52616173	1681006	14407	0.5372824	1681006	7949	0.28561231	1681006	41148	0.82778287	1681006	2758	0.13728505	1681006	4023	0.18373165	1681006	1409	0.07665053	1681006	105970	0.97319937	1681006	2213	0.11499007	1681006	5551	0.2154561	1681006	13906	0.49538192	1681006	18389	0.5929705	1681006	607	0.038606048	1681006	910	0.05292664	1681006	3680	0.17852108	1681006	4898	0.21995579	1681006	2532	0.1365819	1681006	425	0.025967784	1681006	2489	0.12060873	1681006
all_samples_bin.127	314	0.0069221933	2146574	434	0.0047168187	2146574	10965	0.21949208	2146574	180	0.0042719236	2146574	37	0.0018424708	2146574	247	0.010734314	2146574	1677	0.08080457	2146574	1676	0.04093686	2146574	15400	0.46278116	2146574	3004	0.058135893	2146574	259	0.010597818	2146574	3765	0.09670899	2146574	67	0.0026740285	2146574	817	0.03179578	2146574	1895	0.014848778	2146574	1100231	0.9987021	2146574	70	0.0037986112	2146574	301	0.004168037	2146574	2402	0.02636853	2146574	256	0.011325023	2146574	757	0.01116337	2146574	1925	0.09459586	2146574	1894	0.01085404	2146574	1816	0.09120114	2146574	1428	0.006744701	2146574	229	0.009481154	2146574	24665	0.60814255	2146574	52	0.0018317561	2146574	46	0.0019300523	2146574	1829	0.092326656	2146574	352	0.014647061	2146574	562	0.006779175	2146574
all_samples_bin.128	1930	0.16734375	1149054	256971	0.9888317	1149054	2200	0.1374226	1149054	203716	0.9857039	1149054	87269	0.9814752	1149054	369981	0.98944265	1149054	22298	0.8341462	1149054	1612381	0.99314654	1149054	3309	0.28543305	1149054	35789	0.93676275	1149054	218250	0.983093	1149054	14307	0.71577054	1149054	17467	0.7847316	1149054	9526	0.5379982	1149054	4358	0.3535752	1149054	54793	0.9662705	1149054	316779	0.9904609	1149054	91558	0.9820931	1149054	56873	0.96891356	1149054	41288	0.94854987	1149054	40354	0.93817	1149054	391536	0.99271923	1149054	58309	0.9560003	1149054	88855	0.98536795	1149054	770794	0.9911614	1149054	3526	0.27972227	1149054	4551	0.34679833	1149054	67322	0.97625524	1149054	10614	0.6060229	1149054	1096	0.074533485	1149054	1811	0.15560192	1149054	28851	0.8740225	1149054
all_samples_bin.129	1480	0.059615083	1920873	1951	0.08263274	1920873	5857	0.275607	1920873	243	0.010752923	1920873	10876	0.42517647	1920873	28554	0.6996199	1920873	5145	0.17854539	1920873	1805	0.06500638	1920873	114	0.006139396	1920873	674	0.027580688	1920873	355	0.019292269	1920873	568	0.02616779	1920873	1361	0.058090776	1920873	1004	0.046600167	1920873	83	0.0032943354	1920873	392	0.016662735	1920873	1361	0.051610388	1920873	5280	0.19718014	1920873	8946	0.31568718	1920873	220353	0.9955536	1920873	48995	0.87011945	1920873	535	0.016109342	1920873	98	0.004576044	1920873	102429	0.973283	1920873	430	0.023766277	1920873	13296	0.44014102	1920873	684	0.03299281	1920873	547	0.009387919	1920873	2138	0.07996104	1920873	48352	0.8826008	1920873	392	0.010021485	1920873	83	0.0020761394	1920873
all_samples_bin.12	13414	0.40502846	1943214	6150	0.2167543	1943214	2885	0.14074518	1943214	19760	0.53896123	1943214	146355	0.9820257	1943214	147013	0.97704524	1943214	21476	0.45608667	1943214	7097	0.22764142	1943214	5166	0.18040577	1943214	424	0.019151777	1943214	1123	0.052749723	1943214	1616	0.06508187	1943214	7089	0.25283474	1943214	76854	0.85826623	1943214	15777	0.423555	1943214	12896	0.34234005	1943214	14065	0.3815982	1943214	51088	0.8270772	1943214	37914	0.7164497	1943214	475501	0.9953598	1943214	86584	0.9517207	1943214	48601	0.83827156	1943214	1390	0.048900943	1943214	62105	0.8828153	1943214	37996	0.6842391	1943214	108026	0.9344771	1943214	1491	0.07493153	1943214	6277	0.2183254	1943214	29987	0.56745166	1943214	215186	0.9931742	1943214	194053	0.9916067	1943214	35602	0.6925125	1943214
all_samples_bin.130	16573	0.4249354	2437481	2067	0.040499188	2437481	5630	0.21385275	2437481	4510	0.13892087	2437481	134364	0.9655472	2437481	15080	0.39736268	2437481	21672	0.43776998	2437481	3105	0.10268223	2437481	4123	0.013556208	2437481	537	0.019567743	2437481	464	0.021297807	2437481	402	0.011975888	2437481	2807	0.09714455	2437481	21504	0.48124066	2437481	1166	0.035056274	2437481	1362	0.046751954	2437481	3417	0.09691317	2437481	9785	0.26541704	2437481	3311	0.1000295	2437481	117252	0.96661633	2437481	11377	0.32028723	2437481	15465	0.40650326	2437481	1290	0.053353854	2437481	27965	0.6043415	2437481	5775	0.16006483	2437481	8986	0.25551912	2437481	232235	0.98945636	2437481	1616	0.06049237	2437481	1068	0.030229568	2437481	9216	0.29727328	2437481	5911	0.2057095	2437481	304	0.009946744	2437481
all_samples_bin.131	27142	0.54832387	3167451	40905	0.5967571	3167451	3392	0.10985616	3167451	720	0.018687267	3167451	728	0.021153286	3167451	27106	0.5359379	3167451	784	0.014343079	3167451	3727	0.07218391	3167451	1620	0.043897126	3167451	17276	0.3927786	3167451	456	0.013553485	3167451	14394	0.36195573	3167451	644	0.016911391	3167451	687	0.016441612	3167451	151292	0.97853637	3167451	191	0.0036057385	3167451	195	0.004370707	3167451	472	0.0063255914	3167451	18	0.00038706203	3167451	146	0.0025591557	3167451	90	0.0007207688	3167451	444	0.012477541	3167451	580	0.00064878666	3167451	177	0.0038933514	3167451	20	0.00062321406	3167451	36	0.0007990652	3167451	6	0.00011049895	3167451	129	0.0015267797	3167451	12977	0.01429888	3167451	150	0.0010614214	3167451	546	0.015586034	3167451	194	0.0013436672	3167451
all_samples_bin.132	6012	0.3264629	1270319	2280	0.15397471	1270319	6188	0.37367463	1270319	23921	0.74838996	1270319	258592	0.99407077	1270319	82793	0.9700768	1270319	11914	0.48497817	1270319	4067	0.221024	1270319	1046	0.07069484	1270319	3261	0.19975062	1270319	36228	0.8570548	1270319	3521	0.2630048	1270319	2463	0.16493653	1270319	24310	0.73406756	1270319	3051	0.20424162	1270319	5225	0.33583847	1270319	101398	0.94763994	1270319	49314	0.9432694	1270319	30991	0.751379	1270319	130462	0.9782779	1270319	14519	0.5027288	1270319	811184	0.974641	1270319	495	0.036697082	1270319	626784	0.9899104	1270319	6331	0.09261532	1270319	26426	0.4491494	1270319	22232	0.12504418	1270319	202212	0.96311086	1270319	9059	0.45479837	1270319	149409	0.9709128	1270319	186229	0.9743167	1270319	808	0.055990662	1270319
all_samples_bin.133	45793	0.8244243	1715403	9343	0.35579512	1715403	42437	0.86054415	1715403	25191	0.66188645	1715403	161848	0.96668303	1715403	58478	0.86381745	1715403	20454	0.5284875	1715403	16637	0.30060342	1715403	21958	0.45750356	1715403	84125	0.9354251	1715403	21941	0.56272024	1715403	8939	0.33675584	1715403	13663	0.5036822	1715403	62027	0.84112424	1715403	30250	0.72398615	1715403	30746	0.6664655	1715403	65277	0.8827541	1715403	148787	0.9643116	1715403	381233	0.97675884	1715403	543144	0.9930693	1715403	163158	0.9693337	1715403	254972	0.98409235	1715403	3328	0.14420809	1715403	1350575	0.9961811	1715403	28747	0.67418444	1715403	690292	0.971528	1715403	213379	0.91304374	1715403	763788	0.9865437	1715403	18999	0.5755481	1715403	502002	0.9874991	1715403	270486	0.9738744	1715403	11262	0.34027338	1715403
all_samples_bin.134	653	0.027684232	2407616	196259	0.9488685	2407616	1213	0.055532526	2407616	6141	0.20328657	2407616	92151	0.9214019	2407616	313154	0.98463583	2407616	31452	0.64067525	2407616	133414	0.95929044	2407616	2436	0.09097298	2407616	6264	0.2114299	2407616	101614	0.9222434	2407616	2947	0.10970105	2407616	9283	0.32498497	2407616	38251	0.72216624	2407616	7556	0.24682549	2407616	4494	0.1506237	2407616	108735	0.9383602	2407616	67818	0.8731667	2407616	2341	0.07975441	2407616	29525	0.64291936	2407616	60578	0.8487811	2407616	129412	0.95311916	2407616	6651	0.21190464	2407616	115557	0.9529464	2407616	113408	0.9328664	2407616	87914	0.90291184	2407616	2800	0.09739302	2407616	273091	0.9746272	2407616	51940	0.83716714	2407616	106216	0.8992443	2407616	846	0.039041527	2407616	9056	0.27144155	2407616
all_samples_bin.135	147	0.0076784967	1491568	178	0.006875986	1491568	90	0.007117342	1491568	219	0.01271816	1491568	40	0.0020877358	1491568	510	0.028313158	1491568	2975	0.15714335	1491568	547	0.019119477	1491568	585	0.034919627	1491568	30529	0.8188973	1491568	800	0.034802973	1491568	182	0.009760199	1491568	2422	0.15088685	1491568	3852	0.14099793	1491568	824	0.04043396	1491568	41880	0.88836443	1491568	421	0.006445566	1491568	2503	0.15356994	1491568	58	0.0035881703	1491568	1468	0.08806102	1491568	671	0.022999287	1491568	453	0.030990876	1491568	4223	0.19868487	1491568	80	0.0055163424	1491568	3605	0.1970041	1491568	1827	0.108174086	1491568	91	0.005570648	1491568	67	0.0053453813	1491568	108	0.005839492	1491568	1409	0.090772934	1491568	12950	0.5776686	1491568	1183	0.06511872	1491568
all_samples_bin.136	82	0.0005695659	2110379	2761	0.01976375	2110379	28	0.0012969235	2110379	29	0.00057383056	2110379	609	0.030607298	2110379	217	0.0020782996	2110379	46	0.0017466057	2110379	139	0.0021034137	2110379	5358	0.19034685	2110379	2609	0.10859092	2110379	8	0.00036296798	2110379	128	0.0021351615	2110379	30	0.0016688945	2110379	194556	0.99712044	2110379	6778	0.23818423	2110379	14062	0.44143587	2110379	28	0.0014466596	2110379	70	0.0009922389	2110379	311	0.015881507	2110379	431	0.0227054	2110379	53	0.0027758048	2110379	31	0.0017774059	2110379	621	0.022844711	2110379	17	0.0010367807	2110379	24	0.0011301287	2110379	858	0.028079316	2110379	8860	0.32356936	2110379	6	0.00022460421	2110379	9	0.0004999102	2110379	30	0.0016883223	2110379	18	0.0010396236	2110379	328	0.013779041	2110379
all_samples_bin.137	2382	0.07363155	2555535	346	0.01333576	2555535	2687	0.10220795	2555535	8244	0.24279848	2555535	1303	0.039293144	2555535	11530	0.30809245	2555535	2582	0.06947508	2555535	2184	0.06444874	2555535	6636	0.18132798	2555535	744	0.021683522	2555535	576	0.01915411	2555535	571	0.022946663	2555535	254	0.008694853	2555535	46797	0.8034909	2555535	1128	0.02817453	2555535	1169	0.018558932	2555535	505	0.007153101	2555535	762	0.0116887465	2555535	804	0.010837653	2555535	33919	0.6773212	2555535	5186	0.13760798	2555535	1466	0.012168881	2555535	417	0.012323447	2555535	35014	0.66959405	2555535	16208	0.36241806	2555535	3281	0.02944628	2555535	7968	0.25755665	2555535	147234	0.9808655	2555535	2458	0.07586943	2555535	2677	0.028758362	2555535	34027	0.7319673	2555535	5831	0.14875907	2555535
all_samples_bin.138	117	0.0063949176	1573437	22	0.0009374382	1573437	44	0.0019263561	1573437	706	0.05170973	1573437	625	0.043357313	1573437	213	0.009409973	1573437	71	0.0041997232	1573437	29	0.0014547771	1573437	17	0.00097620685	1573437	189	0.012344314	1573437	99501	0.9598522	1573437	7	0.00047539241	1573437	9	0.00064190687	1573437	170	0.0034059198	1573437	57	0.0034446884	1573437	72	0.002209812	1573437	569	0.010774502	1573437	64	0.0029184518	1573437	937	0.05712399	1573437	432	0.015696848	1573437	34101	0.8410836	1573437	186	0.0069707274	1573437	82	0.005340538	1573437	1256	0.029886803	1573437	929	0.064247884	1573437	276392	0.9942851	1573437	5453	0.2747298	1573437	5152	0.2394465	1573437	22631	0.71865416	1573437	486	0.006794044	1573437	433	0.013912219	1573437	537	0.02489709	1573437
all_samples_bin.139	1210	0.057404526	1691661	23670	0.6763075	1691661	1402	0.08792482	1691661	174458	0.9739812	1691661	2129994	0.9874993	1691661	241938	0.9737684	1691661	162855	0.9680054	1691661	263545	0.97714555	1691661	44997	0.7919465	1691661	5259	0.22974639	1691661	7796	0.29670012	1691661	1293	0.070746444	1691661	12059	0.46198678	1691661	3923	0.23559153	1691661	25463	0.6760226	1691661	38540	0.7961885	1691661	15835	0.44044048	1691661	228062	0.9577421	1691661	550	0.018263707	1691661	4634	0.2610724	1691661	6243	0.31613484	1691661	93855	0.9464686	1691661	1255	0.05576531	1691661	2811	0.05727566	1691661	685	0.029493498	1691661	5951	0.29239902	1691661	68079	0.9318729	1691661	772977	0.9692533	1691661	5231	0.23054087	1691661	121007	0.9615112	1691661	106734	0.9590491	1691661	1952	0.10371936	1691661
all_samples_bin.13	0	0	2020413	14612	0.37559995	2020413	9	0.00054147345	2020413	20	0.0009651492	2020413	37	0.002257954	2020413	2	0.00007325235	2020413	321	0.0174791	2020413	19	0.0009819774	2020413	2842	0.11798726	2020413	105	0.0010507753	2020413	0	0	2020413	337	0.01852047	2020413	0	0	2020413	100	0.005076685	2020413	9	0.00032617094	2020413	160220	0.9882232	2020413	28	0.0017298444	2020413	2	0.000073747295	2020413	1	0.00007424225	2020413	40	0.002212914	2020413	0	0	2020413	258	0.014649975	2020413	6	0.0002459893	2020413	273	0.014944964	2020413	0	0	2020413	4	0.000296969	2020413	169	0.008109728	2020413	1	0.00007424225	2020413	0	0	2020413	282	0.015414176	2020413	8	0.0005429583	2020413	4	0.00028509024	2020413
all_samples_bin.140	136	0.0031446589	2019933	231314	0.99724597	2019933	24	0.0010931055	2019933	431	0.0221943	2019933	421	0.022994326	2019933	234	0.007140831	2019933	14	0.00057180115	2019933	260	0.005468498	2019933	506	0.017608505	2019933	334	0.016637186	2019933	32	0.00058368273	2019933	89	0.0024614679	2019933	18	0.0010752832	2019933	491	0.02205271	2019933	979	0.009432986	2019933	5284	0.20310475	2019933	471	0.024369124	2019933	2	0.00014851977	2019933	296	0.0039526066	2019933	439	0.024383482	2019933	27	0.0004940758	2019933	9	0.00056982087	2019933	14	0.00027278133	2019933	22	0.0012247931	2019933	14	0.00043961854	2019933	17	0.0010450842	2019933	49	0.0022134397	2019933	2	0.000076240154	2019933	8	0.00027080107	2019933	10	0.00044951987	2019933	17	0.00058912847	2019933	9	0.00035496228	2019933
all_samples_bin.141	920	0.020297617	2959855	537	0.004552588	2959855	246549	0.9892312	2959855	248	0.006626676	2959855	46	0.0011905988	2959855	418	0.015607521	2959855	439	0.012521897	2959855	2133	0.03246679	2959855	4251	0.10806036	2959855	13097	0.31044528	2959855	754	0.02016788	2959855	12135	0.26424807	2959855	299	0.011555972	2959855	1238	0.029786931	2959855	2858	0.015116281	2959855	206160	0.9824515	2959855	197	0.005927993	2959855	681	0.017421462	2959855	3524	0.03752988	2959855	202	0.006466533	2959855	798	0.009346066	2959855	492	0.017124487	2959855	2082	0.0064297067	2959855	633	0.025407325	2959855	2046	0.005290124	2959855	345	0.009663311	2959855	5947	0.16618347	2959855	112	0.0031660334	2959855	3273	0.002343358	2959855	763	0.028827425	2959855	722	0.025221506	2959855	3916	0.010851207	2959855
all_samples_bin.142	9015	0.26398137	1962074	4046	0.15763626	1962074	1212	0.055759367	1962074	16392	0.4257403	1962074	329701	0.99782884	1962074	69198	0.9051983	1962074	17878	0.41777426	1962074	2144	0.068437785	1962074	1513	0.045826	1962074	210	0.0090067955	1962074	727	0.03549866	1962074	540	0.021675533	1962074	3391	0.12069932	1962074	7543	0.20163561	1962074	4153	0.1255763	1962074	3280	0.10453428	1962074	2901	0.099821925	1962074	12593	0.3296481	1962074	4770	0.11687021	1962074	301133	0.9948789	1962074	43327	0.79685783	1962074	21431	0.45539668	1962074	740	0.03311649	1962074	14310	0.37235904	1962074	14993	0.32494187	1962074	36701	0.61374646	1962074	141857	0.9588797	1962074	25448	0.2394772	1962074	18647	0.43997985	1962074	120613	0.96607417	1962074	181560	0.9851178	1962074	12098	0.121261485	1962074
all_samples_bin.143	72324	0.90373504	2189333	20466	0.6079683	2189333	24814	0.69466364	2189333	102490	0.94133466	2189333	1428642	0.9991728	2189333	1059909	0.9973339	2189333	190613	0.98144597	2189333	21104	0.5075916	2189333	17718	0.4636773	2189333	8000	0.27415153	2189333	20744	0.63697845	2189333	6307	0.20396075	2189333	19467	0.50176924	2189333	58784	0.848241	2189333	31307	0.6571901	2189333	6950	0.24652669	2189333	76677	0.9207421	2189333	150621	0.9711012	2189333	114600	0.95036113	2189333	6553042	0.9984415	2189333	122641	0.9584796	2189333	321982	0.99363184	2189333	28002	0.75179976	2189333	36539	0.6734407	2189333	31743	0.7131076	2189333	15924	0.23610432	2189333	7621347	0.9788698	2189333	808553	0.9825677	2189333	46301	0.7847015	2189333	2177196	0.9971265	2189333	4213027	0.99664146	2189333	11936	0.12582599	2189333
all_samples_bin.144	10081	0.11300467	1538963	82917	0.44345707	1538963	15969	0.62927634	1538963	48079	0.88848466	1538963	168853	0.99182564	1538963	133178	0.9801503	1538963	26558	0.67816836	1538963	28596	0.20888676	1538963	15880	0.2707856	1538963	24579	0.23441434	1538963	20558	0.21619233	1538963	9267	0.3015407	1538963	7236	0.31819478	1538963	23371	0.4204435	1538963	39879	0.3282457	1538963	32846	0.3995944	1538963	29639	0.51180893	1538963	44865	0.86277705	1538963	35885	0.79017687	1538963	544208	0.98235303	1538963	118037	0.9734886	1538963	204653	0.9844798	1538963	7696	0.039380413	1538963	1856619	0.99172103	1538963	4185	0.1046159	1538963	119809	0.9790736	1538963	9993	0.10794866	1538963	185254	0.9827585	1538963	6611	0.19084215	1538963	330949	0.99100953	1538963	131447	0.9827754	1538963	3426	0.04093146	1538963
all_samples_bin.145	3738	0.010068964	2229425	628	0.0035206387	2229425	538	0.0063630757	2229425	1827	0.025155814	2229425	5174	0.030123912	2229425	4976	0.012478106	2229425	1106	0.006433946	2229425	5779	0.008713458	2229425	5839	0.0106413085	2229425	600	0.005893448	2229425	3119	0.010556982	2229425	1270	0.002629826	2229425	492	0.0027217781	2229425	11059	0.012597867	2229425	1842	0.008250109	2229425	5242	0.013063458	2229425	5285	0.016140036	2229425	8422	0.012245758	2229425	8977	0.029635893	2229425	4152	0.024502281	2229425	12036	0.041579332	2229425	16531	0.015761463	2229425	795	0.014606905	2229425	11080	0.026188815	2229425	4170	0.123418815	2229425	177419	0.995563	2229425	81285	0.9628752	2229425	11191	0.17325094	2229425	2528	0.04073965	2229425	7654	0.16604371	2229425	2990	0.051238324	2229425	1772	0.014989515	2229425
all_samples_bin.146	528	0.0082236305	2584260	27859	0.59676695	2584260	210	0.008100579	2584260	4255	0.13133624	2584260	66216	0.8829158	2584260	8403	0.23012081	2584260	802	0.019437285	2584260	3381	0.09242607	2584260	730	0.024222022	2584260	2278	0.05049724	2584260	61292	0.8540743	2584260	553	0.020107497	2584260	4372	0.14938203	2584260	3665	0.10371789	2584260	1908	0.050740637	2584260	934	0.027247258	2584260	23405	0.5060037	2584260	1209	0.024094712	2584260	250	0.0077488334	2584260	1188	0.040541973	2584260	11869	0.3123904	2584260	1221	0.02026615	2584260	3606	0.11444088	2584260	8070	0.041983005	2584260	3004	0.058438007	2584260	1199	0.025320208	2584260	233280	0.98566246	2584260	25930	0.57096577	2584260	8530	0.21823578	2584260	13760	0.37844527	2584260	157	0.0053082895	2584260	1326	0.04068244	2584260
all_samples_bin.147	31286	0.12145767	2060545	621	0.015735643	2060545	4675	0.08983206	2060545	4584	0.08727012	2060545	9522	0.11351317	2060545	10243	0.08697408	2060545	1772	0.03726684	2060545	15772	0.08135032	2060545	5073	0.051231105	2060545	4407	0.07826667	2060545	2610	0.050685618	2060545	1565	0.03497861	2060545	474	0.014486459	2060545	40675	0.18574795	2060545	4797	0.0972995	2060545	29657	0.49606147	2060545	6359	0.08449415	2060545	10778	0.07762752	2060545	20340	0.13929713	2060545	12190	0.11444545	2060545	27650	0.16257204	2060545	23248	0.10607048	2060545	1117	0.047049202	2060545	33827	0.13511862	2060545	6403	0.10670235	2060545	349657	0.9953061	2060545	209147	0.9883152	2060545	19215	0.12619185	2060545	2136	0.039274074	2060545	20487	0.11940191	2060545	4413	0.06906231	2060545	1966	0.034607835	2060545
all_samples_bin.148	543530	0.9881658	2017204	16690	0.54713655	2017204	6614	0.29022548	2017204	21357	0.6189726	2017204	33964	0.78622884	2017204	3958	0.1404543	2017204	88318	0.95840234	2017204	6451417	0.9827583	2017204	80488	0.9492233	2017204	5624045	0.99586606	2017204	94923	0.9539541	2017204	203411	0.9843417	2017204	211912	0.9587915	2017204	1438015	0.9943729	2017204	287081	0.9866414	2017204	8213737	0.9967009	2017204	12431	0.45889854	2017204	18215	0.6318087	2017204	2415	0.1086955	2017204	3748	0.17179373	2017204	1708	0.008505337	2017204	16044	0.57990664	2017204	6010	0.23465946	2017204	16639	0.5781106	2017204	1133	0.017502444	2017204	4033	0.15321752	2017204	614	0.012647209	2017204	11969	0.46368685	2017204	5135	0.19565845	2017204	16266	0.5729515	2017204	2775	0.122738205	2017204	11656	0.47295713	2017204
all_samples_bin.149	8411	0.23850259	2531658	2168	0.0725406	2531658	429	0.015548308	2531658	67493	0.8447871	2531658	24781	0.3179055	2531658	2587	0.07098234	2531658	18205	0.41789728	2531658	23421	0.51833266	2531658	3477	0.12185888	2531658	8269	0.17476532	2531658	25134	0.5420807	2531658	385	0.01644535	2531658	1559	0.038209744	2531658	3423	0.058638252	2531658	2897	0.057390057	2531658	3063	0.06241483	2531658	5680	0.16806062	2531658	16223	0.087916695	2531658	898	0.022028252	2531658	1453	0.027042357	2531658	52906	0.8069621	2531658	11804	0.31126678	2531658	4740	0.14901854	2531658	9423	0.18112992	2531658	71162	0.8192165	2531658	3491	0.052782405	2531658	9714	0.12584165	2531658	141564	0.96923876	2531658	30297	0.48766896	2531658	64267	0.83903867	2531658	4780	0.06428317	2531658	1682	0.057830483	2531658
