sample,bacterial_archaeal_bases,metagenome_size,read_fraction,average_bacterial_archaeal_genome_size,warning,bioproject,Gbp,library_strategy,library_selection,model,sample_name,taxon_name,lower_bound,upper_bound,size_range,smf
ERR599029,27239690060,33917000000.0,80.31%,1766464,,PRJEB1787,33.918,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001939,marine metagenome,0.22,3.0,0.22-3.0,80.31
ERR599309,2001419892,16724000000.0,11.97%,2925753,,PRJEB4352,16.725,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000855,marine metagenome,0.8,5.0,0.8-5.0,11.97
ERR599336,150269095,26854000000.0,0.56%,3494630,,PRJEB4352,26.855,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000879,marine metagenome,180.0,2000.0,180.0-2000.0,0.56
ERR599017,8006345796,12618000000.0,63.45%,1814268,,PRJEB1787,12.619,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000482,marine metagenome,0.22,3.0,0.22-3.0,63.45
ERR594326,32416213195,37403000000.0,86.67%,1446279,,PRJEB1788,37.404,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100001958,marine metagenome,0.22,0.45,0.22-0.45,86.67
ERR599035,7110298340,10276000000.0,69.19%,1918229,,PRJEB1787,10.277,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000768,marine metagenome,0.22,3.0,0.22-3.0,69.19
ERR599247,184484399,15475000000.0,1.19%,3386899,,PRJEB4352,15.476,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000539,marine metagenome,180.0,2000.0,180.0-2000.0,1.19
ERR599122,28059877923,36265000000.0,77.37%,1819740,,PRJEB1787,36.266,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000767,marine metagenome,0.22,3.0,0.22-3.0,77.37
ERR599159,28838976085,40655000000.0,70.94%,1884407,,PRJEB1787,40.656,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000745,marine metagenome,0.22,3.0,0.22-3.0,70.94
ERR599025,5565150126,7936000000.0,70.13%,1811584,,PRJEB1787,7.936,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000405,marine metagenome,0.22,3.0,0.22-3.0,70.13
ERR594330,299554326,7123000000.0,4.21%,2480165,,PRJEB1788,7.124,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100000289,marine metagenome,0.1,0.22,0.1-0.22,4.21
ERR599274,3987200951,34890000000.0,11.43%,3119461,,PRJEB4352,34.891,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000807,marine metagenome,0.8,5.0,0.8-5.0,11.43
ERR594301,29482808761,34457000000.0,85.56%,2226381,,PRJEB1788,34.458,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100001968,marine metagenome,0.45,0.8,0.45-0.8,85.56
ERR599024,27378914747,33580000000.0,81.53%,1589969,,PRJEB1787,33.58,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000886,marine metagenome,0.22,3.0,0.22-3.0,81.53
ERR594325,25029198432,35212000000.0,71.08%,2057815,,PRJEB1788,35.213,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100000385,marine metagenome,0.45,0.8,0.45-0.8,71.08
ERR599103,4463241990,6679000000.0,66.83%,1814370,,PRJEB1787,6.68,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000482,marine metagenome,0.22,3.0,0.22-3.0,66.83
ERR599099,8121126327,9662000000.0,84.05%,2105987,,PRJEB1787,9.662,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001964,marine metagenome,0.22,3.0,0.22-3.0,84.05
ERR599249,188606393,32038000000.0,0.59%,2791687,,PRJEB4352,32.039,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000585,marine metagenome,180.0,2000.0,180.0-2000.0,0.59
ERR599162,26559233854,36849000000.0,72.08%,1668857,,PRJEB1787,36.849,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100002019,marine metagenome,0.22,3.0,0.22-3.0,72.08
ERR598954,28221558240,39368000000.0,71.69%,1635228,,PRJEB1787,39.369,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000941,marine metagenome,0.22,3.0,0.22-3.0,71.69
ERR599085,5648579164,7147000000.0,79.03%,2013610,,PRJEB1787,7.148,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001013,marine metagenome,0.22,3.0,0.22-3.0,79.03
ERR594287,1668012221,15803000000.0,10.56%,2830738,,PRJEB1788,15.803,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100001937,marine metagenome,0.1,0.22,0.1-0.22,10.56
ERR599161,8204120960,9161000000.0,89.55%,1811688,,PRJEB1787,9.161,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000676,marine metagenome,0.22,3.0,0.22-3.0,89.55
ERR599157,7638695386,9065000000.0,84.27%,1894743,,PRJEB1787,9.065,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000686,marine metagenome,0.22,3.0,0.22-3.0,84.27
ERR594292,2117371716,16521000000.0,12.82%,3323661,,PRJEB1788,16.521,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100001972,marine metagenome,0.1,0.22,0.1-0.22,12.82
ERR599266,4362039830,30298000000.0,14.40%,2779201,,PRJEB4352,30.299,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000522,marine metagenome,0.8,5.0,0.8-5.0,14.4
ERR594318,27933433871,34268000000.0,81.51%,1490371,,PRJEB1788,34.269,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100000741,marine metagenome,0.22,0.45,0.22-0.45,81.51
ERR594285,2367985560,17960000000.0,13.18%,2226995,,PRJEB1788,17.96,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100001938,marine metagenome,0.1,0.22,0.1-0.22,13.18
ERR594300,33674499487,38545000000.0,87.36%,1937881,,PRJEB1788,38.545,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100000589,marine metagenome,0.45,0.8,0.45-0.8,87.36
ERR599134,6914763887,8367000000.0,82.64%,1672135,,PRJEB1787,8.368,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100001234,marine metagenome,0.22,1.6,0.22-1.6,82.64
ERR594297,29904217630,35997000000.0,83.07%,1871309,,PRJEB1788,35.997,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100000739,marine metagenome,0.45,0.8,0.45-0.8,83.07
ERR599233,3911084717,34253000000.0,11.42%,3126167,,PRJEB4352,34.253,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000807,marine metagenome,0.8,5.0,0.8-5.0,11.42
ERR599050,37709900822,45548000000.0,82.79%,1599031,,PRJEB1787,45.549,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001057,marine metagenome,0.22,3.0,0.22-3.0,82.79
ERR599021,6678985589,8816000000.0,75.76%,1998852,,PRJEB1787,8.816,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000408,marine metagenome,0.22,3.0,0.22-3.0,75.76
ERR599046,3935482864,5550000000.0,70.91%,1865777,,PRJEB1787,5.551,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000530,marine metagenome,0.22,3.0,0.22-3.0,70.91
ERR599258,183349087,19652000000.0,0.93%,3425165,,PRJEB4352,19.653,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000662,marine metagenome,20.0,180.0,20.0-180.0,0.93
ERR599112,32668138614,42206000000.0,77.40%,2013394,,PRJEB1787,42.206,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000378,marine metagenome,0.22,3.0,0.22-3.0,77.4
ERR599251,3966211189,34894000000.0,11.37%,3120102,,PRJEB4352,34.894,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000807,marine metagenome,0.8,5.0,0.8-5.0,11.37
ERR599082,22065887926,34857000000.0,63.30%,1662682,,PRJEB1787,34.857,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000073,marine metagenome,0.22,1.6,0.22-1.6,63.3
ERR599312,137202770,29534000000.0,0.46%,3351313,,PRJEB4352,29.534,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000981,marine metagenome,180.0,2000.0,180.0-2000.0,0.46
ERR599129,5064348686,7233000000.0,70.02%,1849288,,PRJEB1787,7.234,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000475,marine metagenome,0.22,3.0,0.22-3.0,70.02
ERR599252,3844807004,33955000000.0,11.32%,3126063,,PRJEB4352,33.956,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000807,marine metagenome,0.8,5.0,0.8-5.0,11.32
ERR599072,24139380804,29845000000.0,80.88%,2198673,,PRJEB1787,29.845,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000949,marine metagenome,0.22,3.0,0.22-3.0,80.88
ERR598983,24129351622,34724000000.0,69.49%,1720825,,PRJEB1787,34.725,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001142,marine metagenome,0.22,3.0,0.22-3.0,69.49
ERR599330,3518372592,25717000000.0,13.68%,3676038,,PRJEB4352,25.718,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000860,marine metagenome,0.8,5.0,0.8-5.0,13.68
ERR599234,485741932,31770000000.0,1.53%,3459947,,PRJEB4352,31.77,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001398,marine metagenome,180.0,2000.0,180.0-2000.0,1.53
ERR594310,31555360484,39384000000.0,80.12%,1446757,,PRJEB1788,39.385,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100000816,marine metagenome,0.22,0.45,0.22-0.45,80.12
ERR598963,24592536555,35306000000.0,69.66%,1666140,,PRJEB1787,35.307,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001758,marine metagenome,0.22,3.0,0.22-3.0,69.66
ERR594312,6918799309,15910000000.0,43.49%,3263954,,PRJEB1788,15.911,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100000296,marine metagenome,0.1,0.22,0.1-0.22,43.49
ERR599126,17469403093,39080000000.0,44.70%,1811149,,PRJEB1787,39.081,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000513,marine metagenome,0.22,3.0,0.22-3.0,44.7
ERR594315,4913903311,6011000000.0,81.75%,1672949,,PRJEB1788,6.011,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000001036,marine metagenome,0.22,1.6,0.22-1.6,81.75
ERR599294,130962349,27684000000.0,0.47%,3160288,,PRJEB4352,27.685,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000581,marine metagenome,180.0,2000.0,180.0-2000.0,0.47
ERR599175,6833096019,8640000000.0,79.09%,2200250,,PRJEB1787,8.64,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100002003,marine metagenome,0.22,3.0,0.22-3.0,79.09
ERR594328,1632973498,21048000000.0,7.76%,1724766,,PRJEB1788,21.049,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100000004,marine metagenome,0.1,0.22,0.1-0.22,7.76
ERR598971,26717215158,31853000000.0,83.88%,2049838,,PRJEB1787,31.854,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000929,marine metagenome,0.22,3.0,0.22-3.0,83.88
ERR599321,547628192,32646000000.0,1.68%,3188519,,PRJEB4352,32.646,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000526,marine metagenome,20.0,180.0,20.0-180.0,1.68
ERR599265,28692053,19713000000.0,0.15%,3613609,,PRJEB4352,19.713,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001516,marine metagenome,180.0,2000.0,180.0-2000.0,0.15
ERR599250,572595450,29272000000.0,1.96%,3448124,,PRJEB4352,29.272,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000625,marine metagenome,5.0,20.0,5.0-20.0,1.96
ERR599140,4437840937,5417000000.0,81.92%,1603637,,PRJEB1787,5.417,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100000164,marine metagenome,0.22,1.6,0.22-1.6,81.92
ERR594349,34796104411,38967000000.0,89.30%,1487851,,PRJEB1788,38.968,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100000768,marine metagenome,0.22,0.45,0.22-0.45,89.3
ERR598973,5800112949,7558000000.0,76.74%,1612863,,PRJEB1787,7.559,WGS,RANDOM,Illumina HiSeq 2000,TARA_B000000475,marine metagenome,0.22,3.0,0.22-3.0,76.74
ERR599257,4471581857,31124000000.0,14.37%,2387033,,PRJEB4352,31.125,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000722,marine metagenome,0.8,5.0,0.8-5.0,14.37
ERR599263,654799734,26963000000.0,2.43%,2936585,,PRJEB4352,26.964,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001510,marine metagenome,20.0,180.0,20.0-180.0,2.43
ERR594305,23211444126,27113000000.0,85.61%,1592533,,PRJEB1788,27.113,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100001949,marine metagenome,0.22,0.45,0.22-0.45,85.61
ERR599077,26720325137,37502000000.0,71.25%,1613296,,PRJEB1787,37.503,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000575,marine metagenome,0.22,3.0,0.22-3.0,71.25
ERR599272,3835500142,34057000000.0,11.26%,3114115,,PRJEB4352,34.058,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000807,marine metagenome,0.8,5.0,0.8-5.0,11.26
ERR599286,149318714,36235000000.0,0.41%,3179023,,PRJEB4352,36.236,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000843,marine metagenome,180.0,2000.0,180.0-2000.0,0.41
ERR598950,5322235766,6220000000.0,85.57%,1629578,,PRJEB1787,6.221,WGS,RANDOM,Illumina HiSeq 2000,TARA_X000000368,marine metagenome,0.22,1.6,0.22-1.6,85.57
ERR599298,8289990750,40433000000.0,20.50%,2123178,,PRJEB4352,40.433,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001386,marine metagenome,0.8,5.0,0.8-5.0,20.5
ERR599084,8366228539,9366000000.0,89.33%,1805526,,PRJEB1787,9.367,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000676,marine metagenome,0.22,3.0,0.22-3.0,89.33
ERR599019,5742630338,6547000000.0,87.71%,1564980,,PRJEB1787,6.548,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000242,marine metagenome,0.22,1.6,0.22-1.6,87.71
ERR599326,275474286,25125000000.0,1.10%,3343946,,PRJEB4352,25.126,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000871,marine metagenome,20.0,180.0,20.0-180.0,1.1
ERR599242,3962503220,34984000000.0,11.33%,3116940,,PRJEB4352,34.985,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000807,marine metagenome,0.8,5.0,0.8-5.0,11.33
ERR594296,31164839196,34238000000.0,91.02%,2079346,,PRJEB1788,34.238,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100001933,marine metagenome,0.45,0.8,0.45-0.8,91.02
ERR599026,23616770182,33468000000.0,70.57%,1628235,,PRJEB1787,33.469,WGS,RANDOM,Illumina HiSeq 2000,TARA_B000000557,marine metagenome,0.22,3.0,0.22-3.0,70.57
ERR599151,7757320089,9091000000.0,85.33%,1675939,,PRJEB1787,9.092,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000674,marine metagenome,0.22,3.0,0.22-3.0,85.33
ERR594337,29143735682,33719000000.0,86.43%,2035342,,PRJEB1788,33.72,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100001960,marine metagenome,0.22,0.45,0.22-0.45,86.43
ERR599256,343261417,31184000000.0,1.10%,3093281,,PRJEB4352,31.184,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000839,marine metagenome,20.0,180.0,20.0-180.0,1.1
ERR598959,6163920253,7815000000.0,78.87%,1674414,,PRJEB1787,7.815,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000003,marine metagenome,0.22,1.6,0.22-1.6,78.87
ERR599028,22190218994,33239000000.0,66.76%,1601139,,PRJEB1787,33.24,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000035,marine metagenome,0.22,1.6,0.22-1.6,66.76
ERR599153,4201052585,5775000000.0,72.75%,1782933,,PRJEB1787,5.775,WGS,RANDOM,Illumina HiSeq 2000,TARA_E500000331,marine metagenome,0.22,1.6,0.22-1.6,72.75
ERR599052,39211885357,53487000000.0,73.31%,1660333,,PRJEB1787,53.488,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001093,marine metagenome,0.22,3.0,0.22-3.0,73.31
ERR599287,57507266,36793000000.0,0.16%,3382780,,PRJEB4352,36.794,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000845,marine metagenome,180.0,2000.0,180.0-2000.0,0.16
ERR599171,5263777931,7370000000.0,71.42%,1868888,,PRJEB1787,7.37,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000475,marine metagenome,0.22,3.0,0.22-3.0,71.42
ERR599047,23463882432,30478000000.0,76.99%,1976705,,PRJEB1787,30.478,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001167,marine metagenome,0.22,3.0,0.22-3.0,76.99
ERR599325,1887681028,32712000000.0,5.77%,2511350,,PRJEB4352,32.712,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001030,marine metagenome,0.8,5.0,0.8-5.0,5.77
ERR599023,15972379264,24173000000.0,66.08%,1864649,,PRJEB1787,24.173,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000405,marine metagenome,0.22,3.0,0.22-3.0,66.08
ERR598974,4621089278,6516000000.0,70.92%,1683506,,PRJEB1787,6.517,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000035,marine metagenome,0.22,1.6,0.22-1.6,70.92
ERR598975,5530567882,7410000000.0,74.64%,1956345,,PRJEB1787,7.41,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000029,marine metagenome,0.22,1.6,0.22-1.6,74.64
ERR594295,2144010551,5703000000.0,37.59%,4070030,,PRJEB1788,5.703,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100000052,marine metagenome,0.1,0.22,0.1-0.22,37.59
ERR599009,11350948367,16284000000.0,69.71%,1916299,,PRJEB1787,16.285,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000768,marine metagenome,0.22,3.0,0.22-3.0,69.71
ERR599087,26657961993,38613000000.0,69.04%,1675039,,PRJEB1787,38.614,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001996,marine metagenome,0.22,3.0,0.22-3.0,69.04
ERR594307,22337672849,26665000000.0,83.77%,1499811,,PRJEB1788,26.666,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100001980,marine metagenome,0.22,0.45,0.22-0.45,83.77
ERR599313,229445466,30334000000.0,0.76%,3629892,,PRJEB4352,30.335,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000666,marine metagenome,180.0,2000.0,180.0-2000.0,0.76
ERR599010,2431839693,5710000000.0,42.59%,1858579,,PRJEB1787,5.711,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000513,marine metagenome,0.22,3.0,0.22-3.0,42.59
ERR599101,28487579394,39203000000.0,72.67%,1824903,,PRJEB1787,39.203,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000530,marine metagenome,0.22,3.0,0.22-3.0,72.67
ERR599118,26540666689,31665000000.0,83.82%,1637433,,PRJEB1787,31.666,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000925,marine metagenome,0.22,3.0,0.22-3.0,83.82
ERR598960,29290566606,38184000000.0,76.71%,1950182,,PRJEB1787,38.185,WGS,RANDOM,Illumina HiSeq 2000,TARA_B000000460,marine metagenome,0.22,3.0,0.22-3.0,76.71
ERR594293,2092251382,19015000000.0,11.00%,2652684,,PRJEB1788,19.015,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100001963,marine metagenome,0.1,0.22,0.1-0.22,11.0
ERR594284,3709110592,15926000000.0,23.29%,3250555,,PRJEB1788,15.926,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100001973,marine metagenome,0.1,0.22,0.1-0.22,23.29
ERR599116,15874325113,25464000000.0,62.34%,1604907,,PRJEB1787,25.464,WGS,RANDOM,Illumina HiSeq 2000,TARA_A100001035,marine metagenome,0.22,1.6,0.22-1.6,62.34
ERR599107,6017423818,7723000000.0,77.92%,1618649,,PRJEB1787,7.724,WGS,RANDOM,Illumina HiSeq 2000,TARA_B000000477,marine metagenome,0.22,3.0,0.22-3.0,77.92
ERR599036,7732139707,9158000000.0,84.43%,1675509,,PRJEB1787,9.158,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000674,marine metagenome,0.22,3.0,0.22-3.0,84.43
ERR599039,24894232820,31941000000.0,77.94%,1651270,,PRJEB1787,31.941,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001109,marine metagenome,0.22,3.0,0.22-3.0,77.94
ERR599141,4870780424,6884000000.0,70.76%,1576335,,PRJEB1787,6.884,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000123,marine metagenome,0.22,1.6,0.22-1.6,70.76
ERR599292,288506728,32123000000.0,0.90%,3328028,,PRJEB4352,32.123,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000841,marine metagenome,20.0,180.0,20.0-180.0,0.9
ERR599288,1327819543,27970000000.0,4.75%,3527026,,PRJEB4352,27.971,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001019,marine metagenome,20.0,180.0,20.0-180.0,4.75
ERR594290,7514826537,15726000000.0,47.79%,1967438,,PRJEB1788,15.726,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100000310,marine metagenome,0.1,0.22,0.1-0.22,47.79
ERR598942,21461020290,35484000000.0,60.48%,1727993,,PRJEB1787,35.485,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001094,marine metagenome,0.22,3.0,0.22-3.0,60.48
ERR599300,4588920699,39212000000.0,11.70%,3095519,,PRJEB4352,39.213,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000807,marine metagenome,0.8,5.0,0.8-5.0,11.7
ERR598991,12400469808,15977000000.0,77.61%,1646415,,PRJEB1787,15.978,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000003,marine metagenome,0.22,1.6,0.22-1.6,77.61
ERR599273,3964090180,35381000000.0,11.20%,3102156,,PRJEB4352,35.381,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000807,marine metagenome,0.8,5.0,0.8-5.0,11.2
ERR599243,115900399,34846000000.0,0.33%,4063829,,PRJEB4352,34.847,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000709,marine metagenome,180.0,2000.0,180.0-2000.0,0.33
ERR599142,25127943219,33019000000.0,76.10%,1616597,,PRJEB1787,33.02,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001248,marine metagenome,0.22,3.0,0.22-3.0,76.1
ERR598964,30034711197,38144000000.0,78.74%,1911824,,PRJEB1787,38.144,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001765,marine metagenome,0.22,3.0,0.22-3.0,78.74
ERR599327,3846114838,33785000000.0,11.38%,3107670,,PRJEB4352,33.785,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000807,marine metagenome,0.8,5.0,0.8-5.0,11.38
ERR599262,269758197,29168000000.0,0.92%,3434223,,PRJEB4352,29.168,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000001512,marine metagenome,20.0,180.0,20.0-180.0,0.92
ERR599128,7846191187,9347000000.0,83.94%,1854510,,PRJEB1787,9.347,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000953,marine metagenome,0.22,3.0,0.22-3.0,83.94
ERR599037,15181455629,18990000000.0,79.94%,2029853,,PRJEB1787,18.99,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000097,marine metagenome,0.22,1.6,0.22-1.6,79.94
ERR598997,4470248287,5340000000.0,83.71%,1656353,,PRJEB1787,5.341,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000925,marine metagenome,0.22,3.0,0.22-3.0,83.71
ERR599043,29329982892,39195000000.0,74.83%,1650607,,PRJEB1787,39.195,WGS,RANDOM,Illumina HiSeq 2000,TARA_E500000178,marine metagenome,0.22,1.6,0.22-1.6,74.83
ERR599133,16942891965,23040000000.0,73.54%,1680958,,PRJEB1787,23.041,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000427,marine metagenome,0.22,3.0,0.22-3.0,73.54
ERR598961,28989695542,37057000000.0,78.23%,1649280,,PRJEB1787,37.058,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000579,marine metagenome,0.22,3.0,0.22-3.0,78.23
ERR594333,33279515538,39518000000.0,84.21%,2666658,,PRJEB1788,39.518,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100000815,marine metagenome,0.45,0.8,0.45-0.8,84.21
ERR599027,5661728062,7197000000.0,78.67%,1847672,,PRJEB1787,7.198,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000767,marine metagenome,0.22,3.0,0.22-3.0,78.67
ERR598980,30352863690,40054000000.0,75.78%,2035425,,PRJEB1787,40.055,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001245,marine metagenome,0.22,3.0,0.22-3.0,75.78
ERR599016,5775225012,7082000000.0,81.55%,1614883,,PRJEB1787,7.083,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000214,marine metagenome,0.22,1.6,0.22-1.6,81.55
ERR599176,5803786516,7558000000.0,76.79%,1797740,,PRJEB1787,7.558,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000787,marine metagenome,0.22,3.0,0.22-3.0,76.79
ERR598970,6940443341,8961000000.0,77.45%,1592367,,PRJEB1787,8.961,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000401,marine metagenome,0.22,3.0,0.22-3.0,77.45
ERR599311,6015288731,31506000000.0,19.09%,2305406,,PRJEB4352,31.506,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000620,marine metagenome,0.8,5.0,0.8-5.0,19.09
ERR598946,19651952577,22656000000.0,86.74%,2108045,,PRJEB1787,22.656,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000959,marine metagenome,0.22,3.0,0.22-3.0,86.74
ERR599111,26961323610,36623000000.0,73.62%,1899161,,PRJEB1787,36.624,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000029,marine metagenome,0.22,1.6,0.22-1.6,73.62
ERR598996,26566911923,36053000000.0,73.69%,1682131,,PRJEB1787,36.054,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100001778,marine metagenome,0.22,3.0,0.22-3.0,73.69
ERR594335,32041224393,36032000000.0,88.92%,1844081,,PRJEB1788,36.032,WGS,RANDOM,Illumina HiSeq 2000,TARA_Y100000766,marine metagenome,0.45,0.8,0.45-0.8,88.92
ERR598990,8180610847,11028000000.0,74.18%,1725336,,PRJEB1787,11.029,WGS,RANDOM,Illumina HiSeq 2000,TARA_B000000441,marine metagenome,0.22,3.0,0.22-3.0,74.18
ERR599100,25445058847,30926000000.0,82.28%,1698891,,PRJEB1787,30.926,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100002052,marine metagenome,0.22,3.0,0.22-3.0,82.28
ERR599285,3848539401,34133000000.0,11.28%,3105314,,PRJEB4352,34.134,WGS,RANDOM,Illumina HiSeq 2000,TARA_N000000807,marine metagenome,0.8,5.0,0.8-5.0,11.28
ERR599121,22088172727,35930000000.0,61.48%,1752051,,PRJEB1787,35.93,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000795,marine metagenome,0.22,3.0,0.22-3.0,61.48
ERR599113,4306279243,5152000000.0,83.58%,1751488,,PRJEB1787,5.153,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000965,marine metagenome,0.22,3.0,0.22-3.0,83.58
ERR599059,22564315187,36765000000.0,61.37%,1865791,,PRJEB1787,36.766,WGS,RANDOM,Illumina HiSeq 2000,TARA_B100000780,marine metagenome,0.22,3.0,0.22-3.0,61.37
