acc,bioproject,organism,bacterial_archaeal_bases,metagenome_size,read_fraction,average_bacterial_archaeal_genome_size,warning,smf,bioproject_right,Gbp,library_strategy,library_selection,model,sample_name,taxon_name,id,run_id,collection_year,collection_month,latitude,longitude,depth,temperature,host_or_not_prediction,host_or_not_recorded,host_or_not_mature,tropical,Fungi to Bacteria Ratio
SRR10363848,PRJNA557318,soil metagenome,10778904111,13147000000.0,81.99%,4582556,,81.99,PRJNA557318,13.148,WGS,RANDOM,HiSeq X Ten,B10_4,soil metagenome,5186,5186,2018,12,22.48,113.57,,,ecological,ecological,ecological,true,0.0261230421262718
SRR10360620,PRJNA577476,soil metagenome,13789587012,22014000000.0,62.64%,4519057,,62.64,PRJNA577476,22.015,WGS,RANDOM,Illumina HiSeq 2500,Sage1_R_60_16,soil metagenome,5194,5194,2016,6,39.5673,-123.4758,,,ecological,ecological,ecological,false,0.07092936027286689
SRR10028481,PRJNA562410,soil metagenome,2886880612,5090000000.0,56.72%,5285875,,56.72,PRJNA562410,5.091,WGS,RANDOM,Illumina HiSeq 4000,SoilSampleBJ3,soil metagenome,5196,5196,2012,10,-2.06353604,102.8007258,,,ecological,ecological,ecological,true,0.09074484314448142
SRR14320327,PRJNA723704,soil metagenome,8661642524,11199000000.0,77.34%,4341632,,77.34,PRJNA723704,11.2,WGS,RANDOM,HiSeq X Ten,GB_3,soil metagenome,5210,5210,2019,9,37.3,118.62,,,ecological,ecological,ecological,false,0.03484389225645144
SRR11051942,PRJNA605576,soil metagenome,4042686830,5625000000.0,71.87%,4822482,,71.87,PRJNA605576,5.626,WGS,RANDOM,Illumina HiSeq 2500,TZ_34,soil metagenome,5222,5222,2017,1,28.68,121.43,,,ecological,ecological,ecological,false,0.046547141064076515
SRR11805814,PRJNA629832,soil metagenome,523768148,797000000.0,65.72%,4073164,,65.72,PRJNA629832,0.797,WGS,RANDOM,Illumina HiSeq 2500,107_S1_R1,soil metagenome,5230,5230,2018,7,35.06,-93.56,,,ecological,ecological,ecological,false,0.062031771350081824
SRR9691060,PRJNA554750,soil metagenome,9112364106,11659000000.0,78.16%,4673846,,78.16,PRJNA554750,11.66,WGS,RANDOM,Illumina NovaSeq 6000,W91,soil metagenome,5253,5253,2013,8,45.36,132.32,,,ecological,ecological,ecological,false,0.033230663115834995
SRR8931228,PRJNA533779,soil metagenome,2257331350,2781000000.0,81.17%,4121474,,81.17,PRJNA533779,2.782,WGS,RANDOM,Illumina HiSeq 1500,AH28_S32_L006,soil metagenome,5262,5262,2015,11,43.0,-92.5,,,ecological,ecological,ecological,false,0.02758834818175826
ERR753927,PRJEB8420,soil metagenome,5301158435,8258000000.0,64.19%,4407092,,64.19,PRJEB8420,8.258,WGS,RANDOM,Illumina HiSeq 2000,OC-OM2C0-O3,soil metagenome,5301,5301,2011,6,50.88,-120.35,0.0,,ecological,ecological,ecological,false,0.06634494978083924
ERR1700685,PRJEB8420,soil metagenome,9689281725,14539000000.0,66.64%,4925668,,66.64,PRJEB8420,14.539,WGS,RANDOM,Illumina HiSeq 2500,A8-OM1C0-O3,soil metagenome,5302,5302,2011,7,49.08,-89.38,0.0,,ecological,ecological,ecological,false,0.05953357707636556
SRR10585568,PRJNA593573,soil metagenome,2285327993,3315000000.0,68.94%,4457176,,68.94,PRJNA593573,3.315,WGS,RANDOM,Illumina HiSeq 2500,BY2RZSR3G,soil metagenome,5578,5578,2018,3,1.42,103.7,,,host,ecological,ecological,true,0.053579801051248266
ERR4245130,PRJEB31111,soil metagenome,2849095360,4297000000.0,66.30%,4111605,,66.3,PRJEB31111,4.298,WGS,RANDOM,Illumina HiSeq 1500,BS-CT-Ext_R1,soil metagenome,6590,6590,2015,7,51.82,11.7,,,ecological,ecological,ecological,false,0.06044874612691538
SRR4022090,PRJNA336386,soil metagenome,3034622821,5041000000.0,60.20%,5190584,,60.2,PRJNA336386,5.041,WGS,RANDOM,Illumina HiSeq 2000,PZCY,soil metagenome,6885,6885,,,42.532967,-72.180244,,,ecological,ecological,ecological,false,0.07862442913085789
SRR5271155,PRJNA365846,soil metagenome,11218288303,16666000000.0,67.31%,4827583,,67.31,PRJNA365846,16.666,WGS,RANDOM,Illumina HiSeq 2000,YAZZ,soil metagenome,6888,6888,,,51.62,-128.09,,,ecological,ecological,ecological,false,0.05775721640998118
SRR14626313,PRJNA365349,soil metagenome,9490584183,9613000000.0,98.73%,3190498,,98.73,PRJNA365349,9.614,WGS,RANDOM,Illumina HiSeq 2500,AUSTC,soil metagenome,6891,6891,2014,7,37.4971,-122.133,,,ecological,ecological,ecological,false,0.0015297677755664214
SRR7500571,PRJNA466812,soil metagenome,8282213724,8355000000.0,99.13%,5241907,,99.13,PRJNA466812,8.355,WGS,RANDOM,Illumina HiSeq 2500,CCZZS,soil metagenome,6901,6901,2016,10,42.0,-93.0,,,ecological,ecological,ecological,false,0.0010437225599650554
SRR6474846,PRJNA405178,soil metagenome,2179376111,2408000000.0,90.51%,5235990,,90.51,PRJNA405178,2.408,WGS,RANDOM,Illumina HiSeq 2500,BNGUB,soil metagenome,6910,6910,2016,7,43.073,-89.4011,,,host,ecological,ecological,false,0.012469256878137467
SRR11671808,PRJNA621425,soil metagenome,20243884297,28191000000.0,71.81%,4080203,,71.81,PRJNA621425,28.192,WGS,RANDOM,Illumina NovaSeq 6000,GNHAW,soil metagenome,6922,6922,2018,2,57.1863,-2.2145,,,ecological,ecological,ecological,false,0.04668539885172021
SRR12917497,PRJNA653698,soil metagenome,11839098568,15223000000.0,77.77%,4753856,,77.77,PRJNA653698,15.224,WGS,RANDOM,Illumina NovaSeq 6000,GTBHP,soil metagenome,6925,6925,2017,8,41.8725,-89.3578,,,ecological,ecological,ecological,false,0.03399368831642269
SRR3954472,PRJNA330069,soil metagenome,38615147402,51537000000.0,74.93%,4601627,,74.93,PRJNA330069,51.537,WGS,RANDOM,Illumina HiSeq 2000,NPZU,soil metagenome,6927,6927,2008,12,38.99297339,-123.0674491,,,ecological,ecological,ecological,false,0.03978959564481238
SRR7968333,PRJNA469290,soil metagenome,5074250960,8511000000.0,59.62%,5060285,,59.62,PRJNA469290,8.511,WGS,RANDOM,Illumina HiSeq 2500,CNWNW,soil metagenome,6935,6935,2017,7,44.23,-122.22,,,ecological,ecological,ecological,false,0.08054623915784193
SRR4022148,PRJNA336384,soil metagenome,3297411794,5396000000.0,61.11%,5192039,,61.11,PRJNA336384,5.396,WGS,RANDOM,Illumina HiSeq 2000,PZGA,soil metagenome,6936,6936,,,42.550409,-72.180244,,,ecological,ecological,ecological,false,0.07568269417111889
SRR7026560,PRJNA443206,soil metagenome,4247338690,6477000000.0,65.58%,4251122,,65.58,PRJNA443206,6.477,WGS,RANDOM,Illumina HiSeq 2500,BWTSW,soil metagenome,6937,6937,2016,8,38.8926,-106.9111,,,ecological,ecological,ecological,false,0.0624180760508798
SRR12687289,PRJNA664310,soil metagenome,8848238142,11085000000.0,79.82%,4014736,,79.82,PRJNA664310,11.085,WGS,RANDOM,Illumina HiSeq 1500,AP5,soil metagenome,7004,7004,2019,6,44.37,83.33,,,ecological,ecological,ecological,false,0.030066326051333754
SRR12687320,PRJNA664310,soil metagenome,6045315468,8697000000.0,69.51%,3518892,,69.51,PRJNA664310,8.698,WGS,RANDOM,Illumina HiSeq 1500,BP6,soil metagenome,7005,7005,2019,6,44.38,83.33,,,ecological,ecological,ecological,false,0.052165222031908695
SRR10908122,PRJNA601929,soil metagenome,3460280556,5224000000.0,66.24%,4502525,,66.24,PRJNA601929,5.225,WGS,RANDOM,Illumina HiSeq 2000,KA3UB14.shotgun.raw,soil metagenome,7009,7009,2010,11,41.840719,-88.22980687,,,ecological,ecological,ecological,false,0.06061122179168688
SRR8936441,PRJNA528368,soil metagenome,6512514640,8430000000.0,77.25%,4694889,,77.25,PRJNA528368,8.43,WGS,RANDOM,HiSeq X Ten,Metagenome of Mikania micrantha_lib36,soil metagenome,7176,7176,2018,9,23.14,113.34,,,ecological,ecological,ecological,true,0.035023039767174524
SRR7042382,PRJNA449266,soil metagenome,17023760290,21307000000.0,79.90%,4452053,,79.9,PRJNA449266,21.307,WGS,RANDOM,Illumina HiSeq 2500,14_0903_13_20cm,soil metagenome,7387,7387,2014,9,39.74,-123.63,,,ecological,ecological,ecological,false,0.029917148866019903
SRR12102605,PRJNA642232,soil metagenome,4050460251,5564000000.0,72.80%,3736036,,72.8,PRJNA642232,5.564,WGS,RANDOM,NextSeq 500,NS171-07,soil metagenome,7392,7392,2017,5,30.40555556,34.95055556,,,ecological,ecological,ecological,false,0.04443328774229387
SRR15421280,PRJNA753945,soil metagenome,1056154453,1647000000.0,64.13%,4020229,,64.13,PRJNA753945,1.647,WGS,RANDOM,Illumina NovaSeq 6000,Cst4_4_5-10cm,soil metagenome,7395,7395,2018,4,71.296,-156.554483,0.075,,ecological,ecological,ecological,false,0.06651828769217094
ERR2233330,PRJEB24179,soil metagenome,1306740052,2128000000.0,61.41%,4515342,,61.41,PRJEB24179,2.128,WGS,RANDOM,Illumina HiSeq 2500,CJ004,soil metagenome,7727,7727,2013,1,43.93333,-71.75,,,ecological,ecological,ecological,false,0.07473200007267256
ERR2210108,PRJEB23737,soil metagenome,7214447011,11848000000.0,60.89%,4438594,,60.89,PRJEB23737,11.848,WGS,RANDOM,Illumina HiSeq 2500,F10,soil metagenome,7745,7745,2011,10,42.67255,-77.040283,,,ecological,ecological,ecological,false,0.07638582371668355
ERR4837142,PRJEB41174,soil metagenome,7161480762,8945000000.0,80.06%,4354649,,80.06,PRJEB41174,8.945,WGS,RANDOM,NextSeq 500,SW15,soil metagenome,7759,7759,2014,1,67.904114,18.611643,,,ecological,ecological,ecological,false,0.02961968888770992
ERR4837115,PRJEB41174,soil metagenome,1975365265,2260000000.0,87.41%,4046056,,87.41,PRJEB41174,2.26,WGS,RANDOM,Illumina MiSeq,SV11,soil metagenome,7760,7760,2013,1,78.89878498,12.068203,,,ecological,ecological,ecological,false,0.017129139024835177
ERR2603151,PRJEB24121,soil metagenome,716099407,1464000000.0,48.91%,4713041,,48.91,PRJEB24121,1.465,WGS,RANDOM,Illumina HiSeq 4000,FO121,soil metagenome,8047,8047,2015,1,57.84444,27.20142,,,ecological,ecological,ecological,false,0.12422504542472682
ERR2603184,PRJEB24121,soil metagenome,853743136,1357000000.0,62.91%,4763660,,62.91,PRJEB24121,1.357,WGS,RANDOM,Illumina HiSeq 4000,FO157,soil metagenome,8049,8049,2015,1,59.5836,25.6283,,,ecological,ecological,ecological,false,0.07011453731984667
ERR2603055,PRJEB24121,soil metagenome,817177041,1329000000.0,61.49%,4127574,,61.49,PRJEB24121,1.33,WGS,RANDOM,Illumina HiSeq 4000,FO22,soil metagenome,8050,8050,2015,1,58.30027,22.5766,,,ecological,ecological,ecological,false,0.07448004835648649
ERR2603297,PRJEB24121,soil metagenome,878304655,1466000000.0,59.91%,4170091,,59.91,PRJEB24121,1.466,WGS,RANDOM,Illumina HiSeq 4000,FO276,soil metagenome,8051,8051,2015,1,58.142284,25.921816,,,ecological,ecological,ecological,false,0.07958068279309115
ERR2603102,PRJEB24121,soil metagenome,938610652,1539000000.0,60.99%,4240775,,60.99,PRJEB24121,1.539,WGS,RANDOM,Illumina HiSeq 4000,FO69,soil metagenome,8054,8054,2015,1,59.06406,24.67274,,,ecological,ecological,ecological,false,0.07606559054485616
ERR2603192,PRJEB24121,soil metagenome,1039636716,1742000000.0,59.68%,4210931,,59.68,PRJEB24121,1.743,WGS,RANDOM,Illumina HiSeq 4000,FO165,soil metagenome,8055,8055,2015,1,58.669963,23.699157,,,ecological,ecological,ecological,false,0.08034569898330571
ERR2603129,PRJEB24121,soil metagenome,795180525,1328000000.0,59.88%,4140056,,59.88,PRJEB24121,1.328,WGS,RANDOM,Illumina HiSeq 4000,FO99,soil metagenome,8056,8056,2015,1,58.30027,22.5766,,,ecological,ecological,ecological,false,0.07968013423125442
SRR5381903,PRJNA378500,soil metagenome,1307612790,1720000000.0,76.02%,4201976,,76.02,PRJNA378500,1.72,WGS,RANDOM,Illumina HiSeq 2500,C2,soil metagenome,8290,8290,2016,9,43.577,4.368,,,ecological,ecological,ecological,false,0.03751390185457342
SRR3569623,PRJNA313136,soil metagenome,14904696824,18675000000.0,79.81%,4374522,,79.81,PRJNA313136,18.676,WGS,RANDOM,Illumina MiSeq,D2B_shotgun,soil metagenome,8296,8296,2014,7,-33.917926,151.235347,,,ecological,ecological,ecological,true,0.0300849942274811
SRR1783766,PRJNA274206,soil metagenome,5896278789,6317000000.0,93.34%,2942725,,93.34,PRJNA274206,6.318,WGS,RANDOM,Illumina HiSeq 2500,,soil metagenome,8326,8326,2012,10,38.42,108.96,,,ecological,ecological,ecological,false,0.008485498421045961
SRR15377950,PRJNA714922,soil metagenome,14138718312,65558000000.0,21.57%,5193380,,21.57,PRJNA714922,65.559,WGS,RANDOM,Illumina NovaSeq 6000,Novaseq_root_tip_reads_Stand_50_Tree_1,soil metagenome,8383,8383,2018,8,44.2566,-86.083683,,,ecological,ecological,ecological,false,0.43241723382715347
SRR11508357,PRJNA623674,soil metagenome,5772693780,6023000000.0,95.84%,7112382,,95.84,PRJNA623674,6.024,WGS,RANDOM,Illumina NovaSeq 6000,NOVAFP31,soil metagenome,8387,8387,2019,5,38.98,121.53,,,host,ecological,ecological,false,0.005161993459602632
ERR1877825,PRJEB18701,soil metagenome,884537448,2008000000.0,44.05%,5087349,,44.05,PRJEB18701,2.008,WGS,RANDOM,Illumina HiSeq 2500,G2657,soil metagenome,8474,8474,,,-9.44475,147.34958,,,ecological,ecological,ecological,true,0.1510515209157389
ERR1877841,PRJEB18701,soil metagenome,387845943,559000000.0,69.38%,4558067,,69.38,PRJEB18701,0.56,WGS,RANDOM,Illumina HiSeq 2500,S062,soil metagenome,8475,8475,,,-37.73217,145.24386,,,ecological,ecological,ecological,true,0.052485799277161786
ERR1877923,PRJEB18701,soil metagenome,321089462,538000000.0,59.68%,4524936,,59.68,PRJEB18701,0.539,WGS,RANDOM,Illumina HiSeq 2500,G3504,soil metagenome,8478,8478,,,36.77778,12.00829,,,ecological,ecological,ecological,false,0.08034569898330571
ERR1877889,PRJEB18701,soil metagenome,358997340,548000000.0,65.51%,4405957,,65.51,PRJEB18701,0.549,WGS,RANDOM,Illumina HiSeq 2500,S212,soil metagenome,8479,8479,,,30.45015,78.14575,,,ecological,ecological,ecological,false,0.06261184757382621
ERR671927,PRJEB7626,soil metagenome,10420324155,12686000000.0,82.14%,4542980,,82.14,PRJEB7626,12.686,WGS,RANDOM,Illumina HiSeq 2500,102.100.100/8160,soil metagenome,8482,8482,2012,11,-25.351,131.041,0.1,,ecological,ecological,ecological,true,0.025858163693278518
ERR671911,PRJEB7626,soil metagenome,10349563504,13774000000.0,75.14%,4102298,,75.14,PRJEB7626,13.774,WGS,RANDOM,Illumina HiSeq 2500,102.100.100/8271,soil metagenome,8483,8483,2012,11,-36.67146,142.28934,0.2,,ecological,ecological,ecological,true,0.03934602449070822
ERR671934,PRJEB7626,soil metagenome,10565847422,13864000000.0,76.21%,4080502,,76.21,PRJEB7626,13.864,WGS,RANDOM,Illumina HiSeq 2500,102.100.100/8155,soil metagenome,8484,8484,2012,10,-25.351,131.0423,0.3,,ecological,ecological,ecological,true,0.03712388381191854
ERR2078411,PRJEB22068,soil metagenome,1131788198,1468000000.0,77.10%,4925744,,77.1,PRJEB22068,1.469,WGS,RANDOM,unspecified,DSNY_201-M-20130731-C,soil metagenome,9156,9156,2013,7,28.043948,-81.393638,,,ecological,ecological,ecological,false,0.03532254838108118
ERR2078418,PRJEB22068,soil metagenome,973730016,1457000000.0,66.83%,4751525,,66.83,PRJEB22068,1.457,WGS,RANDOM,unspecified,OSBS_119-M-20140314-C,soil metagenome,9157,9157,2014,3,29.686609,-81.983,,,ecological,ecological,ecological,false,0.05902621491382074
SRR13590450,PRJNA698282,soil metagenome,8540643288,10866000000.0,78.60%,4230743,,78.6,PRJNA698282,10.866,WGS,RANDOM,Illumina HiSeq 1500,e,soil metagenome,9896,9896,2019,10,39.0,116.0,,,ecological,ecological,ecological,false,0.032378904561197096
SRR6202043,PRJNA366738,soil metagenome,8290280524,13790000000.0,60.12%,4944580,,60.12,PRJNA366738,13.791,WGS,RANDOM,Illumina HiSeq 2000,NOOA,soil metagenome,10093,10093,2011,7,46.42,-83.37,,,ecological,ecological,ecological,false,0.07888730180805244
SRR7471038,PRJNA464550,soil metagenome,5687866908,8370000000.0,67.96%,4913372,,67.96,PRJNA464550,8.37,WGS,RANDOM,Illumina HiSeq 2000,HBUS,soil metagenome,10100,10100,2009,12,18.0,-65.0,,,ecological,ecological,ecological,true,0.05606735409797359
SRR3954471,PRJNA330069,soil metagenome,40314737054,53042000000.0,76.01%,4622084,,76.01,PRJNA330069,53.042,WGS,RANDOM,Illumina HiSeq 2000,NPZU,soil metagenome,10102,10102,2008,12,38.99297339,-123.0674491,,,ecological,ecological,ecological,false,0.03753448313198895
SRR4030088,PRJNA330092,soil metagenome,7192193621,10513000000.0,68.41%,4832392,,68.41,PRJNA330092,10.513,WGS,RANDOM,Illumina HiSeq 2000,IUFS,soil metagenome,10103,10103,2011,9,38.88,-120.64,,,ecological,ecological,ecological,false,0.05491626092671986
SRR3954467,PRJNA330069,soil metagenome,26243441019,35964000000.0,72.97%,4597233,,72.97,PRJNA330069,35.964,WGS,RANDOM,Illumina HiSeq 2000,BXHC,soil metagenome,10104,10104,2008,12,38.99297339,-123.0674491,,,ecological,ecological,ecological,false,0.04405270935612238
SRR3979410,PRJNA329985,soil metagenome,7449631082,10233000000.0,72.80%,4728664,,72.8,PRJNA329985,10.233,WGS,RANDOM,Illumina HiSeq 2000,GNZN,soil metagenome,10105,10105,2011,9,38.88,-120.64,,,ecological,ecological,ecological,false,0.04443328774229387
SRR3982073,PRJNA330107,soil metagenome,2271584634,3492000000.0,65.05%,4646413,,65.05,PRJNA330107,3.492,WGS,RANDOM,Illumina HiSeq 2000,HNGX,soil metagenome,10109,10109,2011,8,35.913,-79.056,,,ecological,ecological,ecological,false,0.06389557806211445
SRR7591063,PRJNA467681,soil metagenome,5481618000,7953000000.0,68.93%,5097093,,68.93,PRJNA467681,7.953,WGS,RANDOM,Illumina HiSeq 2500,CGZSC,soil metagenome,10116,10116,2015,9,49.0448,13.618,,,ecological,ecological,ecological,false,0.053604827047016745
SRR4027568,PRJNA336855,soil metagenome,6036669999,9061000000.0,66.62%,4271662,,66.62,PRJNA336855,9.061,WGS,RANDOM,Illumina Genome Analyzer IIx,GPIC,soil metagenome,10117,10117,2009,6,39.0042816,-77.1012173,,,ecological,ecological,ecological,false,0.05958715196824703
SRR5207573,PRJNA367040,soil metagenome,3189416684,4687000000.0,68.05%,4585328,,68.05,PRJNA367040,4.688,WGS,RANDOM,Illumina HiSeq 2500,AGGYT,soil metagenome,10118,10118,2014,7,45.54,-73.72,,,ecological,ecological,ecological,false,0.055835917554709895
SRR5881275,PRJNA367566,soil metagenome,9092673924,11726000000.0,77.54%,4357317,,77.54,PRJNA367566,11.727,WGS,RANDOM,Illumina HiSeq 2500,BBSYT,soil metagenome,10120,10120,2015,7,39.7181,-123.6527,,,ecological,ecological,ecological,false,0.03444727559398743
SRR7471040,PRJNA464511,soil metagenome,5859635871,8410000000.0,69.67%,4955001,,69.67,PRJNA464511,8.411,WGS,RANDOM,Illumina HiSeq 2000,HBUU,soil metagenome,10142,10142,2009,12,18.0,-65.0,,,ecological,ecological,ecological,true,0.05177230775646676
SRR7968382,PRJNA469293,soil metagenome,4995376688,8299000000.0,60.19%,5116536,,60.19,PRJNA469293,8.3,WGS,RANDOM,Illumina HiSeq 2500,CNWNZ,soil metagenome,10147,10147,2017,7,44.23,-122.22,,,ecological,ecological,ecological,false,0.0786572500009213
SRR6201959,PRJNA366722,soil metagenome,1876752777,2769000000.0,67.78%,4452768,,67.78,PRJNA366722,2.769,WGS,RANDOM,Illumina HiSeq 2000,HOWC,soil metagenome,10150,10150,2011,8,40.81667,-104.76667,,,ecological,ecological,ecological,false,0.05653207102830979
SRR9032267,PRJNA539716,soil metagenome,28973854890,37888000000.0,76.47%,4527519,,76.47,PRJNA539716,37.889,WGS,RANDOM,Illumina NovaSeq 6000,CXZOU,soil metagenome,10156,10156,2018,3,39.6475,-79.9369,,,ecological,ecological,ecological,false,0.036593315607209256
SRR12659394,PRJNA654931,soil metagenome,42040372962,59185000000.0,71.03%,5056765,,71.03,PRJNA654931,59.185,WGS,RANDOM,Illumina NovaSeq 6000,GPAZZ,soil metagenome,10166,10166,2017,10,42.5315,-72.1899,,,ecological,ecological,ecological,false,0.048504005547108105
SRR7687076,PRJNA468359,soil metagenome,6577147528,9269000000.0,70.96%,4613600,,70.96,PRJNA468359,9.269,WGS,RANDOM,Illumina HiSeq 2500,CHTTG,soil metagenome,10167,10167,2017,6,40.4449,-87.0297,,,ecological,ecological,ecological,false,0.0486691688437958
SRR12844111,PRJNA669350,soil metagenome,2128691446,11843000000.0,17.97%,4215481,,17.97,PRJNA669350,11.843,WGS,RANDOM,Illumina HiSeq 4000,S140,soil metagenome,10227,10227,2015,10,28.15,116.55,,,host,ecological,ecological,false,0.5428696455015439
SRR12687321,PRJNA664310,soil metagenome,7422437162,10782000000.0,68.84%,3478523,,68.84,PRJNA664310,10.782,WGS,RANDOM,Illumina HiSeq 1500,BP5,soil metagenome,10231,10231,2019,6,44.38,83.33,,,ecological,ecological,ecological,false,0.05383038819365399
SRR11092504,PRJNA603603,soil metagenome,2253341678,2991000000.0,75.34%,4551102,,75.34,PRJNA603603,2.991,WGS,RANDOM,Illumina HiSeq 2000,WGS_SLP1SI,soil metagenome,10400,10400,2014,11,21.9878,-101.2767,,,ecological,ecological,ecological,true,0.03892587473686813
SRR3591645,PRJNA295070,soil metagenome,695801232,1104000000.0,63.03%,5267630,,63.03,PRJNA295070,1.104,WGS,RANDOM,Illumina HiSeq 2500,CD39,soil metagenome,10407,10407,2016,1,42.3261,-71.1493,,,host,ecological,ecological,false,0.06975463455906478
SRR11823714,PRJNA634262,soil metagenome,8976754698,11732000000.0,76.52%,4541674,,76.52,PRJNA634262,11.733,WGS,RANDOM,HiSeq X Ten,N300+ST.1,soil metagenome,10460,10460,2018,7,44.18,86.02,,,ecological,ecological,ecological,false,0.03649169661649567
SRR11802908,PRJNA633324,soil metagenome,10049010262,13076000000.0,76.85%,4396412,,76.85,PRJNA633324,13.076,WGS,RANDOM,HiSeq X Ten,metagenome of the soil from BYS,soil metagenome,10464,10464,2018,8,40.23,117.23,,,ecological,ecological,ecological,false,0.0358243276138786
SRR8936417,PRJNA528368,soil metagenome,7746575472,9902000000.0,78.23%,4855448,,78.23,PRJNA528368,9.902,WGS,RANDOM,HiSeq X Ten,Metagenome of Mikania micrantha_lib30,soil metagenome,10495,10495,2018,9,23.14,113.34,,,ecological,ecological,ecological,true,0.03309451517306664
SRR12377067,PRJNA650496,soil metagenome,3670357157,4651000000.0,78.92%,4466459,,78.92,PRJNA650496,4.651,WGS,RANDOM,Illumina HiSeq 4000,Tinkmeta15,soil metagenome,10628,10628,2016,8,46.70875,10.38859,,,ecological,ecological,ecological,false,0.03176540920451368
